,Unnamed: 0,@_fa,link,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,pii,citedby-count,affiliation,prism:aggregationType,subtype,subtypeDescription,article-number,source-id,openaccess,openaccessFlag,prism:eIssn,prism:issueIdentifier,prism:isbn,pubmed-id,error
1131,17,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85048366771', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85048366771?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85048366771&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85048366771&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85048366771,SCOPUS_ID:85048366771,2-s2.0-85048366771,Quantification of carbon dioxide and methane emissions in urban areas: source apportionment based on atmospheric observations,Zimnoch M.,Mitigation and Adaptation Strategies for Global Change,13812386,24,1051-1071,2019-08-15,15 August 2019,10.1007/s11027-018-9821-0,,3.0,"[{'@_fa': 'true', 'affilname': 'AGH University of Science and Technology', 'affiliation-city': 'Krakow MP', 'affiliation-country': 'Poland'}]",Journal,ar,Article,,24083.0,1,True,15731596,6,,,
1132,18,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85066279755', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85066279755?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85066279755&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85066279755&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S016041201930306X'}",https://api.elsevier.com/content/abstract/scopus_id/85066279755,SCOPUS_ID:85066279755,2-s2.0-85066279755,Changes in spatio-temporal patterns of urban forest and its above-ground carbon storage: Implication for urban CO<inf>2</inf> emissions mitigation under China's rapid urban expansion and greening,Ren Z.,Environment International,01604120,129,438-450,2019-08-01,August 2019,10.1016/j.envint.2019.05.010,S016041201930306X,1.0,"[{'@_fa': 'true', 'affilname': 'Chinese Academy of Sciences', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Journal,ar,Article,,20912.0,1,True,18736750,,,31154146.0,
1133,19,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85070013124', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85070013124?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85070013124&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85070013124&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S1618866718304710'}",https://api.elsevier.com/content/abstract/scopus_id/85070013124,SCOPUS_ID:85070013124,2-s2.0-85070013124,Carbon storage estimation of tropical urban trees by an improved allometric model for aboveground biomass based on terrestrial laser scanning,Velasco E.,Urban Forestry and Urban Greening,16188667,44,,2019-08-01,August 2019,10.1016/j.ufug.2019.126387,S1618866718304710,1.0,"[{'@_fa': 'true', 'affilname': 'National Parks Board', 'affiliation-city': 'Singapore City', 'affiliation-country': 'Singapore'}]",Journal,ar,Article,126387,145301.0,0,False,16108167,,,,
1134,20,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85064147998', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85064147998?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85064147998&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85064147998&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0959652619309606'}",https://api.elsevier.com/content/abstract/scopus_id/85064147998,SCOPUS_ID:85064147998,2-s2.0-85064147998,"Key transmission sectors of energy-water-carbon nexus pressures in Shanghai, China",Yang X.,Journal of Cleaner Production,09596526,225,27-35,2019-07-10,10 July 2019,10.1016/j.jclepro.2019.03.251,S0959652619309606,1.0,"[{'@_fa': 'true', 'affilname': 'Shandong University', 'affiliation-city': 'Jinan', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'University of Michigan, Ann Arbor', 'affiliation-city': 'Ann Arbor', 'affiliation-country': 'United States'}]",Journal,ar,Article,,19167.0,0,False,,,,,
1135,21,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85066433974', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85066433974?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85066433974&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85066433974&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85066433974,SCOPUS_ID:85066433974,2-s2.0-85066433974,Impacts of Urban Expansion on Terrestrial Carbon Storage in China,Liu X.,Environmental Science and Technology,0013936X,53,6834-6844,2019-06-18,18 June 2019,10.1021/acs.est.9b00103,,4.0,"[{'@_fa': 'true', 'affilname': 'Sun Yat-Sen University', 'affiliation-city': 'Guangzhou', 'affiliation-country': 'China'}]",Journal,ar,Article,,21537.0,0,False,15205851,12,,31083929.0,
1136,23,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85063024286', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85063024286?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85063024286&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85063024286&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S1618866718303339'}",https://api.elsevier.com/content/abstract/scopus_id/85063024286,SCOPUS_ID:85063024286,2-s2.0-85063024286,Carbon reduction and planning strategies for urban parks in Seoul,Jo H.K.,Urban Forestry and Urban Greening,16188667,41,48-54,2019-05-01,May 2019,10.1016/j.ufug.2019.03.009,S1618866718303339,2.0,"[{'@_fa': 'true', 'affilname': 'Kangwon National University', 'affiliation-city': 'Chuncheon', 'affiliation-country': 'South Korea'}]",Journal,ar,Article,,145301.0,0,False,16108167,,,,
1137,24,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85063391973', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85063391973?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85063391973&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85063391973&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0264837718318660'}",https://api.elsevier.com/content/abstract/scopus_id/85063391973,SCOPUS_ID:85063391973,2-s2.0-85063391973,"Multiangle land use-linked carbon balance examination in Nanjing City, China",Chuai X.,Land Use Policy,02648377,84,305-315,2019-05-01,May 2019,10.1016/j.landusepol.2019.03.003,S0264837718318660,3.0,"[{'@_fa': 'true', 'affilname': 'Nanjing University', 'affiliation-city': 'Nanjing', 'affiliation-country': 'China'}]",Journal,ar,Article,,14500.0,0,False,,,,,
1138,25,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85063747616', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85063747616?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85063747616&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85063747616&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S1618866718304898'}",https://api.elsevier.com/content/abstract/scopus_id/85063747616,SCOPUS_ID:85063747616,2-s2.0-85063747616,An integrated study on air mitigation potential of urban vegetation: From a multi-trait approach to modeling,Baraldi R.,Urban Forestry and Urban Greening,16188667,41,127-138,2019-05-01,May 2019,10.1016/j.ufug.2019.03.020,S1618866718304898,4.0,"[{'@_fa': 'true', 'affilname': 'Consiglio Nazionale delle Ricerche', 'affiliation-city': 'Rome', 'affiliation-country': 'Italy'}]",Journal,ar,Article,,145301.0,0,False,16108167,,,,
1139,28,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85056449505', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85056449505?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85056449505&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85056449505&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0196890418312111'}",https://api.elsevier.com/content/abstract/scopus_id/85056449505,SCOPUS_ID:85056449505,2-s2.0-85056449505,Multi-objective optimization and comparison framework for the design of Distributed Energy Systems,Karmellos M.,Energy Conversion and Management,01968904,180,473-495,2019-01-15,15 January 2019,10.1016/j.enconman.2018.10.083,S0196890418312111,24.0,"[{'@_fa': 'true', 'affilname': 'National Technical University of Athens', 'affiliation-city': 'Athens', 'affiliation-country': 'Greece'}]",Journal,ar,Article,,29372.0,0,False,,,,,
1140,29,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85065863911', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85065863911?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85065863911&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85065863911&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85065863911,SCOPUS_ID:85065863911,2-s2.0-85065863911,"Assessing lisbon trees' carbon storage quantity, density, and value using open data and allometric equations",Neto M.,Information (Switzerland),,10,,2019-01-01,2019,10.3390/info10040133,,0.0,"[{'@_fa': 'true', 'affilname': 'NOVA Information Management School, Universidade Nova de Lisboa', 'affiliation-city': 'Lisboa', 'affiliation-country': 'Portugal'}]",Journal,ar,Article,133,21100223111.0,1,True,20782489,4,,,
1141,30,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85061112518', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85061112518?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85061112518&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85061112518&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85061112518,SCOPUS_ID:85061112518,2-s2.0-85061112518,"Spatiotemporal analysis of carbon emissions and carbon storage using national geography census data in Wuhan, China",Liu Y.,ISPRS International Journal of Geo-Information,,8,,2019-01-01,January 2019,10.3390/ijgi8010007,,1.0,"[{'@_fa': 'true', 'affilname': 'Wuhan University', 'affiliation-city': 'Wuhan', 'affiliation-country': 'China'}]",Journal,ar,Article,7,21100427639.0,1,True,22209964,1,,,
1142,32,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85050601998', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85050601998?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85050601998&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85050601998&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0048969718328134'}",https://api.elsevier.com/content/abstract/scopus_id/85050601998,SCOPUS_ID:85050601998,2-s2.0-85050601998,"Carbon emissions induced by land-use and land-cover change from 1970 to 2010 in Zhejiang, China",Zhu E.,Science of the Total Environment,00489697,646,930-939,2019-01-01,1 January 2019,10.1016/j.scitotenv.2018.07.317,S0048969718328134,13.0,"[{'@_fa': 'true', 'affilname': 'College of Environmental and Resource Sciences', 'affiliation-city': 'Hangzhou', 'affiliation-country': 'China'}]",Journal,ar,Article,,25349.0,0,False,18791026,,,30067963.0,
1143,33,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85070482140', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85070482140?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85070482140&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85070482140&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85070482140,SCOPUS_ID:85070482140,2-s2.0-85070482140,"The influence of urban park green spaces, plant material specifications and spatial design organization and pattern towards carbon sequestration rate",Othman R.,Applied Ecology and Environmental Research,15891623,17,8079-8088,2019-01-01,2019,10.15666/aeer/1704_80798088,,0.0,"[{'@_fa': 'true', 'affilname': 'International Islamic University Malaysia', 'affiliation-city': 'Kuala Lumpur', 'affiliation-country': 'Malaysia'}]",Journal,ar,Article,,100147015.0,1,True,17850037,4,,,
1144,34,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85077146991', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85077146991?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85077146991&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85077146991&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85077146991,SCOPUS_ID:85077146991,2-s2.0-85077146991,"Spatiotemporal modeling of urban land cover changes and carbon storage ecosystem services: case study in Qaem Shahr County, Iran",Sadat M.,"Environment, Development and Sustainability",1387585X,,,2019-01-01,2019,10.1007/s10668-019-00565-4,,0.0,"[{'@_fa': 'true', 'affilname': 'University of Tehran', 'affiliation-city': 'Tehran', 'affiliation-country': 'Iran'}]",Journal,ar,Article,,20902.0,0,False,15732975,,,,
1145,35,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85066119542', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85066119542?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85066119542&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85066119542&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85066119542,SCOPUS_ID:85066119542,2-s2.0-85066119542,A comprehensive review of sectorial contribution towards greenhouse gas emissions and progress in carbon capture and storage in Pakistan,Hussain M.,Greenhouse Gases: Science and Technology,,9,617-636,2019-01-01,2019,10.1002/ghg.1890,,3.0,"[{'@_fa': 'true', 'affilname': 'University of Lahore', 'affiliation-city': 'Lahore', 'affiliation-country': 'Pakistan'}, {'@_fa': 'true', 'affilname': 'University of Science and Technology of China', 'affiliation-city': 'Hefei', 'affiliation-country': 'China'}]",Journal,re,Review,,21100197936.0,0,False,21523878,4,,,
1146,38,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85068768982', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85068768982?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85068768982&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85068768982&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85068768982,SCOPUS_ID:85068768982,2-s2.0-85068768982,Performance simulation and benefit analysis of ammonia absorption cooling and heating dual-supply system based on off-peak electricity heat storage,Yin S.,Energies,,12,,2019-01-01,2019,10.3390/en12122298,,0.0,"[{'@_fa': 'true', 'affilname': 'University of Science and Technology Beijing', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Journal,ar,Article,2298,62932.0,1,True,19961073,12,,,
1147,39,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85054358932', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85054358932?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85054358932&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85054358932&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0378778818320401'}",https://api.elsevier.com/content/abstract/scopus_id/85054358932,SCOPUS_ID:85054358932,2-s2.0-85054358932,"Lowering greenhouse gas emissions in the built environment by combining ground source heat pumps, photovoltaics and battery storage",Litjens G.,Energy and Buildings,03787788,180,51-71,2018-12-01,1 December 2018,10.1016/j.enbuild.2018.09.026,S0378778818320401,11.0,"[{'@_fa': 'true', 'affilname': 'Copernicus Institute of Sustainable Development', 'affiliation-city': 'Utrecht', 'affiliation-country': 'Netherlands'}]",Journal,ar,Article,,29359.0,1,True,,,,,
1148,40,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85050938379', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85050938379?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85050938379&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85050938379&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85050938379,SCOPUS_ID:85050938379,2-s2.0-85050938379,Urban energy exchanges monitoring from space,Chrysoulakis N.,Scientific Reports,,8,,2018-12-01,1 December 2018,10.1038/s41598-018-29873-x,,18.0,"[{'@_fa': 'true', 'affilname': 'Foundation for Research and Technology-Hellas', 'affiliation-city': 'Heraklion', 'affiliation-country': 'Greece'}]",Journal,ar,Article,11498,21100200805.0,1,True,20452322,1,,30065389.0,
1149,42,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85063510362', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85063510362?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85063510362&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85063510362&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85063510362,SCOPUS_ID:85063510362,2-s2.0-85063510362,"Effects of the urban heat Island and climate change on the growth of Khaya senegalensis in Hanoi, Vietnam",Moser-Reischl A.,Forest Ecosystems,20956355,5,,2018-12-01,1 December 2018,10.1186/s40663-018-0155-x,,3.0,"[{'@_fa': 'true', 'affilname': 'Wissenschaftszentrum Weihenstephan für Ernährung, Landnutzung und Umwelt', 'affiliation-city': 'Freising', 'affiliation-country': 'Germany'}]",Journal,ar,Article,37,21100869487.0,1,True,21975620,1,,,
1150,44,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85048754692', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85048754692?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85048754692&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85048754692&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0378112718304304'}",https://api.elsevier.com/content/abstract/scopus_id/85048754692,SCOPUS_ID:85048754692,2-s2.0-85048754692,Conclusions and caveats from studies of managed forest carbon budgets,Vance E.,Forest Ecology and Management,03781127,427,350-354,2018-11-01,1 November 2018,10.1016/j.foreco.2018.06.021,S0378112718304304,3.0,"[{'@_fa': 'true', 'affilname': 'National Council for Air and Stream Improvement', 'affiliation-city': 'Research Triangle Park', 'affiliation-country': 'United States'}]",Journal,re,Review,,25720.0,0,False,,,,,
1151,45,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85050361102', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85050361102?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85050361102&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85050361102&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0306261918311267'}",https://api.elsevier.com/content/abstract/scopus_id/85050361102,SCOPUS_ID:85050361102,2-s2.0-85050361102,Exploring the environmental pressures in urban sectors: An energy-water-carbon nexus perspective,Yang X.,Applied Energy,03062619,228,2298-2307,2018-10-15,15 October 2018,10.1016/j.apenergy.2018.07.090,S0306261918311267,34.0,"[{'@_fa': 'true', 'affilname': 'Shandong University', 'affiliation-city': 'Jinan', 'affiliation-country': 'China'}]",Journal,ar,Article,,28801.0,0,False,,,,,
1152,47,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85028341284', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85028341284?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85028341284&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85028341284&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S221209551730072X'}",https://api.elsevier.com/content/abstract/scopus_id/85028341284,SCOPUS_ID:85028341284,2-s2.0-85028341284,Assessment of spatio-temporal changes in terrestrial carbon sequestration due to Kochi metro rail project in India,James C.A.,Urban Climate,22120955,24,703-713,2018-06-01,June 2018,10.1016/j.uclim.2017.08.007,S221209551730072X,1.0,"[{'@_fa': 'true', 'affilname': 'SCMS Water Institute', 'affiliation-city': None, 'affiliation-country': 'India'}]",Journal,ar,Article,,21100220478.0,0,False,,,,,
1153,48,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85048811608', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85048811608?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85048811608&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85048811608&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85048811608,SCOPUS_ID:85048811608,2-s2.0-85048811608,Above-ground carbon dynamics in different arid urban green spaces,Amoatey P.,Environmental Earth Sciences,18666280,77,,2018-06-01,1 June 2018,10.1007/s12665-018-7613-1,,3.0,"[{'@_fa': 'true', 'affilname': 'College of Science Oman', 'affiliation-city': 'Muscat', 'affiliation-country': 'Oman'}]",Journal,ar,Article,431,19400158519.0,0,False,18666299,12,,,
1154,49,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85038084730', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85038084730?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85038084730&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85038084730&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0048969717334526'}",https://api.elsevier.com/content/abstract/scopus_id/85038084730,SCOPUS_ID:85038084730,2-s2.0-85038084730,Quantification and mapping of the supply of and demand for carbon storage and sequestration service in woody biomass and soil to mitigate climate change in the socio-ecological environment,Sahle M.,Science of the Total Environment,00489697,624,342-354,2018-05-15,15 May 2018,10.1016/j.scitotenv.2017.12.033,S0048969717334526,4.0,"[{'@_fa': 'true', 'affilname': 'Wolkite University', 'affiliation-city': 'Wolkite', 'affiliation-country': 'Ethiopia'}, {'@_fa': 'true', 'affilname': 'Addis Ababa University', 'affiliation-city': 'Addis Ababa', 'affiliation-country': 'Ethiopia'}]",Journal,ar,Article,,25349.0,0,False,18791026,,,29258035.0,
1155,51,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85010391873', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85010391873?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85010391873&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85010391873&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S2212095516300451'}",https://api.elsevier.com/content/abstract/scopus_id/85010391873,SCOPUS_ID:85010391873,2-s2.0-85010391873,Net carbon dioxide emissions from central London,Björkegren A.,Urban Climate,22120955,23,131-158,2018-03-01,March 2018,10.1016/j.uclim.2016.10.002,S2212095516300451,11.0,"[{'@_fa': 'true', 'affilname': ""King's College London"", 'affiliation-city': 'London', 'affiliation-country': 'United Kingdom'}]",Journal,ar,Article,,,1,True,,,,,
1156,52,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85058222938', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85058222938?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85058222938&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85058222938&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S1876610218306891'}",https://api.elsevier.com/content/abstract/scopus_id/85058222938,SCOPUS_ID:85058222938,2-s2.0-85058222938,Carbon reduction effects of sponge city construction: A case study of the city of Xiamen,Shao W.,Energy Procedia,18766102,152,1145-1151,2018-01-01,2018,10.1016/j.egypro.2018.09.145,S1876610218306891,1.0,"[{'@_fa': 'true', 'affilname': 'China Institute ofWater Resources and Hydropower Research', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Conference Proceeding,cp,Conference Paper,,17700156736.0,1,True,,,,,
1157,53,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85069999957', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85069999957?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85069999957&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85069999957&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85069999957,SCOPUS_ID:85069999957,2-s2.0-85069999957,Aboveground biomass estimation of tropical street trees,Ngo K.M.,Journal of Urban Ecology,,4,,2018-01-01,2018,10.1093/jue/jux020,,4.0,"[{'@_fa': 'true', 'affilname': 'Asian School of the Environment', 'affiliation-city': 'Singapore City', 'affiliation-country': 'Singapore'}, {'@_fa': 'true', 'affilname': 'National Institute of Education', 'affiliation-city': 'Singapore City', 'affiliation-country': 'Singapore'}]",Journal,ar,Article,,21100900597.0,1,True,20585543,1,,,
1158,56,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85067310230', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85067310230?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85067310230&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85067310230&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85067310230,SCOPUS_ID:85067310230,2-s2.0-85067310230,Investigation of the social system to promote the ATES system in Japan,Katsuragi M.,Journal of the Geothermal Research Society of Japan,03886735,40,193-206,2018-01-01,2018,10.11367/grsj.40.193,,0.0,"[{'@_fa': 'true', 'affilname': 'Japan Groundwater Development Co., Ltd', 'affiliation-city': 'Matsubara, Yamagata', 'affiliation-country': 'Japan'}]",Journal,ar,Article,,21100786234.0,0,False,18835775,3,,,
